title,abstract,organization,investigators,grant_org,grant_money,source,total_participants,male_participants,female_participants,pct_male,pct_female,grant_date,x_axis,y_axis
Imaging the Neural Effects of Transcranial Direct Current Stimulation,"Research investigating the use of noninvasive electrical stimulation e.g., transcranial direct current stimulation tDCS, for neurologic and psychiatric disorders has provided compelling evidence that such stimulation can modulate behavior and cognition, and even facilitate recovery of function after focal brain injury, with effects typically outlasting the stimulation period. It is known that these effects are achieved by altering excitability in targeted brain regions, but our understanding of the ... more",Beth Israel Deaconess Medical Center (BIDMC),Gottfried Schlaug,University Of Massachusetts Amherst,2244540,Lab,18,11,7,0.611111111,0.388888889,9/26/16,col_26,row_20
Non-invasive neuromodulation mechanisms and dose/response metrics,"In an exciting era of growth in the use of non-invasive brain stimulation, new methods and applications are being disseminated widely with an increasing number of FDA approvals and equipment designed to probe or modulate the brain in fascinating new ways. The problem with this growing enthusiasm is that there are too few studies that have evaluated how tools such as transcranial magnetic stimulation TMS induce functional activation throughout a human brain, especially outside of the motor system. ... more",University of Pennsylvania,Desmond Oathes,University Of Pennsylvania,1483914,Lab,98,42,56,0.428571429,0.571428571,9/26/16,col_26,row_21
Trajectories of Behavioral Inibition and Risk for Anxiety,"Childhood temperament broadly shapes psychological adjustment across the lifespan, having particular influence during critical and complex periods of development such as adolescence. While risk for psychopathology rises sharply during adolescence, temperamental differences further enhance risk. Behavioral Inhibition BI is a temperament identified early in life, marked by strong physiological, behavioral, and emotional reactions to unfamiliar contexts, and associated with a four-fold increased risk ... more",University of Maryland,Nathan Fox,"Univ Of Maryland, College Park",2048365,Lab,447,214,233,0.478747204,0.521252796,9/26/16,col_27,row_01
A tool-box to control and enhance tDCS spatial precision,"Aimed at revolutionizing our understanding of the brain, the BRAIN initiative calls for improvement of existing non-invasive neuromodulation techniques. There is presently great interest in transcranial Direct Current Stimulation tDCS, which is deployable, well tolerated, and carries the promise of targeted neuromodulation. Computational models of tDCS predict individual brain current flow for a given electrode configuration montage, and predict that optimized targeting montages can achieve more ... more",The City College of New York,Marom Bikson,City College Of New York,1726699,Lab,37,19,18,0.513513514,0.486486486,9/26/16,col_27,row_02
Prenatal exposure to metals and risk for Autism Spectrum Disorder in MARBLES and EARLI,"Autism Spectrum Disorder ASD is a major public health burden in the US, with current prevalence estimates of 1 in 68 children and economic costs exceed 60 billion per year. Identification of causes that can inform prevention and policy is the most efficient way to stem the tide of this rising prevalence. Most research to date has focused on identifying genetic causes of autism, however, recent twin and population-scale studies have shown that both genes and environmental exposures contribute equally ... more",Johns Hopkins University,Dani Fallin,Johns Hopkins University,3155061,Lab,213,0,213,0,1,9/30/16,col_27,row_03
Environmental Influence on Infant Microbiome Development and ASD Symptoms,"We propose to characterize associations among the fecal microbiome, the fecal glycome, and measures of household environmental exposures in infants who do and do not subsequently develop autism spectrum disorder (ASD) from the MARBLES cohort. One of the most common co-morbidities in autism are gastrointestinal problems, and the presence of frequent symptoms of diarrhea or constipation is associated with more severe symptoms. However, virtually all research on GI dysfunction in ASD to date has been ... more","University of California, Davis",Irva Hertz-Picciotto,University Of California At Davis,2155307,Lab,666,191,475,0.286786787,0.713213213,9/30/16,col_27,row_04
"ASD and genetic associations with receptors for oxytocin and vasopressin – AVPR1A, AVPR1B, and OXTR","Background: There are limited treatments available for autism spectrum disorder (ASD). Studies have reported significant associations between the receptor genes of oxytocin (OT) and vasopressin (AVP) and ASD diagnosis, as well as, ASD-related phenotypes. Researchers have also found the manipulation of these systems affect social and repetitive behaviors, core characteristics of ASD. Consequently, research involving the oxytocin/vasopressin pathways as intervention targets has increased. Therefore, ... more",,,,,Paper,490,291,199,0.593877551,0.406122449,11/2/16,col_27,row_05
Cognitive remediation for individuals with psychosis: Efficacy and mechanisms of treatment effects,"The popularity of cognitive remediation (CR) interventions for individuals with psychosis is in part based on the well-established link between cognition and functioning and the assumption that by targeting cognition, function can improve. While numerous trials have reported CR's efficacy, it is still not considered an evidencebased treatment. Importantly, little is known about the mechanisms through which it may affect functioning. Method: In this study, we evaluated CR's proximal and distal effects, ... more",,,,,Paper,75,55,20,0.733333333,0.266666667,11/4/16,col_27,row_06
The evolution and population diversity of human-specific segmental duplications,"Segmental duplications contribute to human evolution, adaptation and genomic instability but are often poorly characterized. We investigate the evolution, genetic variation and coding potential of human-specific segmental duplications (HSDs). We identify 218 HSDs based on analysis of 322 deeply sequenced archaic and contemporary hominid genomes. We sequence 550 human and nonhuman primate genomic clones to reconstruct the evolution of the largest, most complex regions with protein-coding potential ... more",,,,,Paper,6355,4618,1737,0.726671912,0.273328088,12/5/16,col_27,row_07
Neurodevelopmental Trajectories of Reward Processing in Very Early Emerging Risk for Depression,"Neuroimaging studies of depression have suggested that reduced brain reactivity to gain is significantly linked to diminished hedonic tone i.e., anhedonia and future Major Depressive Disorder MDD. This work has also suggested that increased brain reactivity to loss may be a key biomarker of increased negative emotionality in MDD and risk for depression as well. Despite compelling findings suggesting that diminished hedonic tone and increased negative emotionality are significant risk factors for ... more",Duke University,Michael Gaffrey,Duke University,3337251,Lab,251,127,124,0.505976096,0.494023904,12/19/16,col_27,row_08
