id,listing,title,link,abstract,creation_date,organization,grant_number,grant_org,grant_start,grant_end,grant_money,investigators,total_participants,male_participants,female_participants,source,creation_date_parsed,grant_start_parsed,grant_end_parsed,pct_male,pct_female,year,month,day,column,row
841,90,Lack of early improvement with antipsychotics is a marker for subsequent non-response in behavioral and psychological symptoms of dementia: Analysis of CATIE-AD data,https://nda.nih.gov/study.html?id=439,Objective: Prediction of response/non-response to antipsychotics is especially important in patients with behavioral and psychological symptoms of dementia (BPSD) in whom antipsychotic exposure increases risks of death. We aimed to examine whether presence/absence of early improvement of BPSD with antipsychotics is associated with subsequent response/non-response. Design: Post-hoc analysis of the Clinical Antipsychotic Trials in Intervention Effectiveness with Alzheimer’s Disease (CATIE-AD) study ... more,1/31/17,Burkhart Center for Autism Education and Research,,,1/31/17,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",244,108,136,paper,1/31/17,1/31/17,,0.442622951,0.557377049,2017,1,31,27,17
413,526,Virtual Reality Attention Management Program for Improving Attention in Children,https://nda.nih.gov/edit_collection.html?id=2581,"Distraction is a growing and large public health problem with estimated societal harm due to distracted driving alone at 123 billion 1. In the age of texting, social media and computer pop-ups, distractions are unavoidable. There are no known interventions specifically developed to reduce distractions from interfering with attention. This project will test a treatment that combines virtual reality VR technology with habituation learning and exposure therapy to reduce the ability of distractors to ... more",1/27/17,"University of California, Davis",R61MH110043,University Of California At Davis,2/1/17,6/30/23,2243845,Julie Schweitzer,19,17,2,lab,1/27/17,2/1/17,6/30/23,0.894736842,0.105263158,2017,2,1,27,18
414,532,Engaging Siblings of Adults with Autism in Future Planning,https://nda.nih.gov/edit_collection.html?id=2588,"In the next decade, over one half million youths with autism spectrum disorder ASD will enter adulthood. The adult service system is not adequately prepared to meet the needs of this growing population. The burden of coordinating care frequently falls on family members. Siblings are the future generation of caregivers and often become the guardians for their brother or sister with ASD when parents are no longer able to provide care due to illness or death. Yet, siblings are seldom involved in research ... more",1/27/17,Boston University,R34MH111489,Boston University (Charles River Campus),2/1/17,1/31/20,317018,Gael Orsmond,4,4,0,lab,1/27/17,2/1/17,1/31/20,1,0,2017,2,1,27,19
415,534,Using complex video stimuli to elucidate atypical brain functioning in ASD,https://nda.nih.gov/edit_collection.html?id=2590,"A major gap in our understanding of autism spectrum disorder ASD is in knowing how the brain functions during conditions that approximate the complex processing demands of the real world. Instead, almost everything we know about brain functioning in ASD comes from reductionist studies that often use highly simplified stimuli and isolated task demands, or even from studies that lack a stimulus or task altogether, as in the case of resting-state functional connectivity. Yet, successful processing in ... more",1/27/17,Indiana University,R01MH110630,Indiana University Bloomington,2/1/17,12/31/21,2535784,Daniel Kennedy,79,53,26,lab,1/27/17,2/1/17,12/31/21,0.670886076,0.329113924,2017,2,1,27,20
416,536,1/2 Effectiveness of a Multi-Level Implementation Strategy for ASD Interventions,https://nda.nih.gov/edit_collection.html?id=2592,"12. The Centers for Disease Control CDC estimates that 1 in 68 children have autism spectrum disorder CDC, 2014 and the annual cost of ASD in the U.S. is estimated to be 236 billion. Evidence-based interventions have been developed and demonstrate effectiveness in improving child outcomes. However, research on generalizable methods to scale up these practices in the multiple service systems caring for these children has been limited and is critical to meet this growing public health need. We propose ... more",2/3/17,University of California San Diego,R01MH111950,"University Of California, San Diego",2/1/17,1/31/21,830383,Lauren Brookman-Frazee,134,109,25,lab,2/3/17,2/1/17,1/31/21,0.813432836,0.186567164,2017,2,1,27,21
417,537,2/2 Effectiveness of a Multi-Level Implementation Strategy for ASD Interventions,https://nda.nih.gov/edit_collection.html?id=2593,"12. The Centers for Disease Control CDC estimates that 1 in 68 children have autism spectrum disorder CDC,2014 and the annual cost of ASD in the U.S.is estimated to be 236 billion. Evidence-based interventions have been developed and demonstrate effectiveness in improving child outcomes. However, research on generalizable methods to scale up these practices in the multiple service systems caring for these children has been limited and is critical to meet this growing public health need. We propose ... more",2/3/17,Rady Children’s Hospital - San Diego,R01MH111981,University Of California At Davis,2/1/17,1/31/21,1557805,Aubyn Stahmer,179,144,35,lab,2/3/17,2/1/17,1/31/21,0.804469274,0.195530726,2017,2,1,28,1
418,538,Development of Attention Bias Modification for Depression,https://nda.nih.gov/edit_collection.html?id=2594,"The overall goal of this project is to continue development of an attention bias modification ABM intervention that targets and reduces negative attention bias among adults with elevated symptoms of depression. Our prior work indicates that attention bias for negative information is associated with the maintenance of depression and that neural circuitry within frontal-parietal brain networks supports biased attention for negative information, thus allowing us to develop specific and targeted interventions ... more",2/3/17,The University of Texas at Austin,R33MH109600,"University Of Texas, Austin",2/1/17,1/31/21,1972968,Christopher Beevers,163,38,125,lab,2/3/17,2/1/17,1/31/21,0.233128834,0.766871166,2017,2,1,28,2
419,539,Development of A Novel Transdiagnostic Intervention for Anhedonia,https://nda.nih.gov/edit_collection.html?id=2595,"Deficits in motivation and pleasure, together referred to as anhedonia, are implicated in a number of psychiatric illnesses, including mood and anxiety disorders, substance-use disorders, schizophrenia, and attention-deficit hyperactivity disorder. As a result, constructs related to anhedonia are central to the NIMH Research Domain Criteria RDoC project. Anhedonia is often one of the most difficult psychiatric symptoms to treat and thus represents a critical endophenotype and vulnerability factor ... more",2/3/17,University of North Carolina at Chapel Hill,R61MH110027,Univ Of North Carolina Chapel Hill,2/1/17,1/31/19,949288,Gabriel Dichter,150,45,105,lab,2/3/17,2/1/17,1/31/19,0.3,0.7,2017,2,1,28,3
420,541,Transdiagnostic Processes in Emotional Aggression: Interplay of Negative Valence and Cognitive Systems,https://nda.nih.gov/edit_collection.html?id=2598,"Aggressive behavior that co-occurs with mental disorders has been associated with distinct trajectories, manifestations and severity of mental illness, suggesting a distinct etiological process relative to when the disorder is expressed without aggression. Thus, one key to cutting across diagnostic boundaries in the understanding of underlying psychopathological processes is to investigate the biobehavioral mechanisms behind transdiagnostic symptom dimensions like aggression. As such, the current ... more",2/3/17,University of South Florida,R21MH109853,University Of South Florida,2/1/17,1/31/20,411417,Edelyn Verona,535,270,265,lab,2/3/17,2/1/17,1/31/20,0.504672897,0.495327103,2017,2,1,28,4
842,91,One thousand somatic SNVs per skin fibroblast cell set baseline of mosaic mutational load with patterns that suggest proliferative origin,https://nda.nih.gov/study.html?id=440,Few studies have been conducted to understand post-zygotic accumulation of mutations in cells of the healthy human body. We reprogrammed 32 skin fibroblast cells from families of donors into human induced pluripotent stem cell (hiPSC) lines. The clonal nature of hiPSC lines allows a high-resolution analysis of the genomes of the founder fibroblast cells without being confounded by the artifacts of single cell whole genome amplification. We estimate that on average a fibroblast cell in children has ... more,2/6/17,Burkhart Center for Autism Education and Research,,,2/6/17,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",12,9,3,paper,2/6/17,2/6/17,,0.75,0.25,2017,2,6,28,5
421,561,High School SUCCESS: Vocational Soft Skills Program for Transition-Age ASD Youth,https://nda.nih.gov/edit_collection.html?id=2620,"This pilot application responds to NIMH Pilot Research on Services for Transition-Age Youth R34 by developing and testing an integrated intervention to increase neurocognitive and social cognitive skills to improve functioning and postsecondary outcomes for transition-age students with autism spectrum disorders ASD. Our innovative community-based High School SUCCESS Supported, Comprehensive Cognitive Enhancement and Social Skills intervention will be delivered within educational settings high schools ... more",4/6/17,Rady Children’s Hospital - San Diego,R34MH111491,Rady Childrens Hospital - San Diego,2/15/17,12/31/20,800925,Mary Baker,39,32,7,lab,4/6/17,2/15/17,12/31/20,0.820512821,0.179487179,2017,2,15,28,6
422,622,Neural dynamics supporting integration and recall over long timescales during natural continuous input,https://nda.nih.gov/edit_collection.html?id=2687,"Present and prior information converge often in everyday life. For example, during language comprehension, each syllable achieves its meaning in the context of a word, and each word in the context of a sentence. Despite the clear importance of such integration of past and present, most studies of memory use simple stimuli that are isolated in time. The long-term goal of this laboratory is to understand how the brain uses past information, gathered over seconds to hours, to make sense of a stream ... more",6/29/17,Princeton University,R01MH112357,Princeton University,2/15/17,11/30/21,2504876,Uri Hasson,237,99,138,lab,6/29/17,2/15/17,11/30/21,0.417721519,0.582278481,2017,2,15,28,7
